essay,topic,para_count,word_count,sentence_count,sentence_len(mean),sentence_len(max),sentence_len(min),avg_stop_word,unique_words,noun,verb,adj,pron,modal verb,occurrance_of_most_freq_word,rate_of_occurrance,avg sentence complexity,lexical diversity,word_sim_p_count,word_sim_p_score,word_sim_n_count,word_sim_n_score,word_sim_score,flesch grade,Automated Readability,coleman_liau,cohesion score,positive_sentiment,negative_sentiment,neutral_sentiment,discourse_marker,grammar,sw_rate,sum_repeated_ngrams,count_repeated_ngrams,max_occurrence_ngrams,label
"Smoking has been banned in public places like parks, museums, and hospitals in many nations and the law is supported by a lot of people. I agree with this initiative since it reduces the harmful effects on the surrounding people and it also discourages smokers from smoking.

The main reason why making it illegal for smoking in public places makes sense is that it minimizes the risk of innocent people being unintentionally affected by a smoker nearby, which is called passive smoke. Passive smoking leads to enormous consequences, especially for children and pregnant women because it leads to diseases like cancer among youngsters and babies. A ban in public places is required to limit this type of exposure. For example, after Ireland introduced a law to ban smoking in all indoor places like restaurants and pubs, there was a significant decline in the number of employees suffering from lung cancer and other lethal diseases.

Another reason why it's wise to bring about this ban is that it encourages more and more smokers to quit their habit. Since it's not allowed to smoke in public areas, people who want to have a cigarette need to go outside and it appears to be a great annoyance and impolite if they're having dinner with their customers or friends. Therefore, smokers consume fewer cigarettes and gradually abandon their habit. One piece of evidence is that in a street interview in Germany, nearly 60% of ex-smokers gave up smoking due to social pressure brought about by smoking bans.

In conclusion, I believe that smoking in public places should be made against the law so that it prevents innocent people from developing serious health conditions caused by passive smoking and reduces the number of smokers.",Smoking in public places - the ban is justified,4.0,289.0,11.0,26.27272727272728,39.0,10.0,12.909090909090908,175.0,0.28719723183391,0.1314878892733564,0.0968858131487889,0.0519031141868512,0.0034602076124567,8.0,0.0529801324503311,6.333,0.554140127388535,289.0,112.85306832752195,0.0,0.0,112.85306832752195,12.4,15.2,11.38,4.189626959685367,0.129,0.141,0.73,49.0,2.0,0.4522292993630573,0,0,1,0.0
"Some proponents of exams argue that formal tests show more efficacy when it comes to assessing scholars' aptitude instead of regular observation or projects. From my perspective, I am opposed to this opinion for some following reasons.

The benefits of regular assessment are plentiful. Engaging students' in projects facilitates them in developing different skills which can reinforce their future career. Supposing that soft skills are nowadays highly entailed by many companies, schools should place more premium on creating opportunities for undergraduates to brush up on skills such as team-working skills, problem-solving and social skills. Those who brim with various skill assets and proficiency are certainly beneficiaries when it comes to the rigorous recruitment competition. Besides, from teachers' perspective, they are provided a comprehensive evaluation on their pupils owing to this method, thereby scheming appropriate learning strategies to employ each students' ability effectively.

Furthermore, regular assessments render transparency compared to formal examination. Tests only offer transient results at the moment the examinees proceed. The results are strenuously guaranteed whether their competence lives up to the grades. Additionally, the act of falsifying test scores is prone to jeopardise the clarity of exams as well as motivation of learners. There is a likelihood that other students regard the case of cheaters as prime examples to imitate, getting distracted from pursuing knowledge for themselves. Whereas projects criticise learners based on their aptitude to emerge the thing they learn with reality, forging the strong bond between theoretical knowledge and practical activities.

In conclusion, I concede that exams play a pivotal role in judging performance of students; however, they should be combined with continuous assessment to acknowledge their genuine adeptness.",ASSESSMENT TO ABILITY OF STUDENTS,4.0,274.0,14.0,19.571428571428573,34.0,7.0,8.571428571428571,194.0,0.2956204379562044,0.1751824817518248,0.1058394160583941,0.0401459854014598,0.010948905109489,5.0,0.032051282051282,6.643,0.6295081967213115,270.0,93.02811216324154,2.0,-0.0557725146390612,92.9723396486025,13.3,16.5,16.65,4.571486572109171,0.124,0.043,0.833,36.0,2.0,0.3934426229508196,0,0,1,0.0
"Due to the development of technology in recent decades, various features of life we have been taking for granted are now under serious overhaul to adapt to the growing wave of technology and electronics. From the transportation of classrooms to the virtual realm, the development of many communication technologies from letter and radio waves to emails and chatting applications, and similarly, the rising dominance of e-books and the assumed decline of its predecessor, old plain paper books, as more and more people participate in this growing wave. Many people believe this can have many positive impacts on the reading community, while others think the negativity of this trend is irrefutable. Personally speaking, while I agree with the latter statement, the advantages of e-books should not be overlooked.

First and foremost, it is undeniably true that the compelling nature of e-books is indisputable, as demonstrated by their growing popularity due to the apparent convenience they allow. E-reading permits the readers to access the contents of the book at any moment they prefer because of the development of the gadgets they are stored in, improving their accessible nature. In addition to that, the cost of e-books is often cheaper than their physical counterparts, on account of the need for production, premises, maintenance, packaging and delivery, employees, and on and forth, all of which become oblivious to the virtual realm. The benefit is undoubtedly substantial for both parties involved as the price goes down, further aiding the reading community.

Nonetheless, one critical disadvantage of electronic books is the lack of physical experience displayed in the traditional variant. The tactile feeling and the smell of paper and ink from a new, fresh copy are a prominent part of the turning pages experience for many people, encouraging them to continue their walkthrough through the book, an effect online copy cannot provide. Additionally, continuous exposure to technological devices can have detrimental effects on the health of the users. Research has shown the signal waves and lights electronics emit can damage the eyes or negatively affect the neurological functions of the brain, as exhibited in a study in Ireland, as the researchers observed the connection between children with eye problems and their usage of tablets to read e-books.

In conclusion, even though the advantages delivered to e-readers cannot be refuted, the possible consequences and the insufficiency of technological copies in their abilities to satisfy consumers overshadowed them. Although the momentum of e-books is unlikely to halt, it is improbable for e-books to replace their traditional equivalents.","In recent years, more and more people are choosing to read e-books rather than paper books.DO THE ADVANTAGES OUTWEIGH THE DISADVANTAGES OF THIS TREND?",4.0,419.0,14.0,29.928571428571427,53.0,16.0,15.428571428571429,254.0,0.3293556085918854,0.116945107398568,0.1026252983293556,0.0214797136038186,0.0143198090692124,9.0,0.0420560747663551,7.067,0.5214592274678111,426.0,159.78223640586015,0.0,0.0,159.78223640586015,16.1,19.3,14.28,4.908410456506993,0.121,0.039,0.839,54.0,0.0,0.463519313304721,2,1,2,0.0
"The diversity of students in talents, specialities or social atmospheres has led to the belief that a general categorization of students' abilities is necessary to promote their growth. While there are good reasons behind this argument, others believe the lack of such combinations will be unbeneficial to a child's mental development. In my opinion, however, while I agree with the latter statement, I also believe that there are possible risks in a socially diverse environment that might be unbeneficial to the parties involved for the following reasons.

First and foremost, on the one hand, school is often the place where students are prepared and equipped with many desirable skills to qualify for life. Therefore, it is advantageous for educational institutions to host classes with diverse cultural profiles to create the circumstances for children to interact and befriend others from a wide range of cultures and capabilities, helping them to strengthen their proficiency in many essential skills, for instance, communication and adaption. Additionally, students from such mixed settings will benefit considerably from the cooperation from each other, as they assist each other with their strengths and weaknesses, working together to refine themselves and achieve their goals. In short, a diverse community will develop an individual with well-rounded capacities.

On the opposite end of the spectrum, the diversity of individuals' experiences and masteries might result in an inadequateness for a focused environment for a particular subject since it is improbable to have a group of shared enthusiasm from random origins. This could be undesirable for students with ambition for a high level of understanding of a curriculum, as they might want to find companions with similar interests to practice with. Moreover, it would be more practical for students to delve into subjects they are familiar with rather than forcing them to mindlessly trying at a course they are unsuitable in, in order to make use of their talents. To clarify these points, the German education system allows the divergent of the system to effectively utilize each and every participant's talents after providing the basic foundation. This provides the students with the best of both worlds, as they can both have the broad and immersive knowledge necessary to aid them in their lives.

In conclusion, the importance of a diverse education environment is unquestionable in order to improve the aspect of social skills for learners. However, a concentrated education is also crucial to students' welfare. As such, it is advisable to according to a student's mastership and desires before placing him in an appropriate circumstance.",It is important to ensure that children with a wide range of abilities and from a variety of social backgrounds mix with each other at school. TO WHAT EXTENT DO YOU AGREE OR DISAGREE?,4.0,422.0,15.0,28.133333333333333,48.0,10.0,15.666666666666666,245.0,0.2440758293838862,0.1161137440758293,0.1255924170616113,0.0426540284360189,0.0213270142180094,8.0,0.0418848167539267,7.467,0.5139186295503212,411.0,168.46516442027084,9.0,-0.9895892162689968,167.4755752040018,15.4,18.2,13.87,4.770877238158657,0.153,0.034,0.813,70.0,3.0,0.5032119914346895,0,0,1,0.0
"Healthy lifestyles are becoming widely popular with the general generation. Although experts in the healthcare domain advise that the elders should take part in physical activities on a regular basis, a great number of them ignore it. In this essay, I will argue why health and safety problems are the main factors which affect the way older people get exercise. Besides, I will provide several solutions to solve these problems.

When it comes to the elderly, there are health issues to be considered as older people are more likely to get diseases. Indeed, ailments such as diabetes or high blood pressure affect their motor abilities. Therefore, seniors are unable to do physical activities according to weak physical conditions. An obvious example is my friend's grandmother, who is at the age of 69, is suffering from arteriosclerosis. Her grandmother is unable to walk or do basic hygiene without supporters. Furthermore, safety problems are factors which should be noticed. In recent years, sports centres have grown excessively. However, these fitness centres only provide facilities which are also known as gym equipment for young people. Accordingly, weak eye sights and joints can lead to severe injuries in older citizens if they approach inappropriate fitness facilities.

In order to tackle these problems, developing a positive attitude to exercise at an early age would be a necessary solution. In short, by providing basic healthcare education for younger generations, they can build up an exercise routine which can stick to them from an early age. As a result, young people will be able to prevent the ageing process and chronic diseases. Moreover, the government should give the elders opportunities to enhance their strength by creating more walking pathways in safe areas. Even more, encouraging older citizens to do internal nourishing exercise is a great method since it can facilitate a healthy development both mentally and physically for the elderly.

To sum up, even though it is recommended to work out regularly, many older people remaining lack exercise. I argued why some issues like health and safety play an important role in the way the elders exercise. For the aforementioned causes, education, publicity campaigns and government policies are the core solutions to encourage the elderly to do more physical activities.",What can be done to encourage exercising in the elderly?,4.0,373.0,21.0,17.761904761904763,28.0,8.0,8.428571428571429,230.0,0.2761394101876676,0.1447721179624665,0.1394101876675603,0.03485254691689,0.0294906166219839,6.0,0.0304568527918781,5.19,0.5251798561151079,368.0,151.464791900335,2.0,-0.0784185484372332,151.38637335189776,11.4,12.5,12.53,4.62652988100823,0.165,0.085,0.749,47.0,1.0,0.4244604316546763,0,0,1,0.0
"There have been polarised notions regarding whether teachers should educate students to strive for ethical virtues such as differentiating good and wrong in addition to basic theoretical knowledge. Others uphold the opposite perception that teachers' only duty is imparting academic education for learners. Personally, I strongly believe that teachers should combine both ways to...

On the one hand, it is evident that the majority of teachers are paid with inadequate remuneration regardless of their great devotion to their career. This is also the contributory factor to why teachers avoid intervening in their students' personal problems apart from schoolwork. Furthermore, some people believe that moulding children's personality ought to be parents' responsibility instead of bystanders as teachers. For the reason that each individual varies, their personality traits have the likelihood to be overwhelmingly different to others. Educating properly for more than 30 separately-mental characteristics in one classroom definitely causes hurdles for teachers.

On the other hand, since students' mainly contribute their day-to-day time to school, which has been proven accounting to more than 6 hours, there is a little room for doubt that they have the utmost opportunity to be exposed to teachers. Likewise, teachers are presented with chances to embrace each student to shape individual behaviour patterns. Provided that students' acquire a competence of rules and absorb ethical principles, they can avoid being entangled with miscarriage of injustice, instead become a law-abiding citizen. It is indisputable that children's future is critically attributed to the proper personality training in their formative years. Therefore, forming precious manners in their early years could facilitate them to an impressive extent in manifold fields, for example, in work force and relationships as well.

In conclusion, when children and young people construct most of their knowledge of the world through social interactions, teachers are in an inevitable position to impart such knowledge to them. Teachers should be more hands-on when encountering the moral development of young students.",TEACHERS' ROLE IN BEHAVIOUR OF STUDENTS,4.0,321.0,14.0,22.928571428571427,41.0,13.0,11.142857142857142,207.0,0.2834890965732087,0.1339563862928348,0.1183800623052959,0.02803738317757,0.0186915887850467,10.0,0.0581395348837209,6.467,0.5670391061452514,324.0,128.26276286582274,0.0,0.0,128.26276286582274,14.0,16.7,15.72,4.484448724065549,0.129,0.06,0.811,43.0,1.0,0.435754189944134,0,0,1,0.0
"Communication has played a critical role in the development of our civilization. As such, the development of this domain in recent decades is highly praised due to the enablement of real-time, worldwide interaction such development provided. However, they do not come without detriments, and the following essay will discuss both the advantages and disadvantages of online communication.

First and foremost, it is undeniable that modern communication technologies have allowed many groundbreaking breakthroughs in recent years. This is because, as mentioned in the task, it has enabled transborder cooperation between various individuals on a global scale through virtual verbal communication. Communication in a community plays a vital role in the advancement of that community by permitting productive usage of every member's abilities, and the enlargement of the scale of transmission to an international level has, in turn, enlarged our community to a global society, authorizing effective utilization of every human beings' talents. Additionally, assistance is also facilitated thanks to communication. The extended reach of communication means we can reach out to each other to find collaboration in order to assist each other, by filling in each other's strengths and weaknesses, and talented, ambitious individuals can set out for aids and opportunities to improve themselves or open their gateways to success. For instance, many residents in my home country often utilize online interaction as a way to practice languages with native speakers and find people with similar interests or to find scholarships and sponsorships by attending interviews with people halfway around the globe.

On the opposite end of the spectrum, online communication also has its fair share of dilemmas. To clarify this point, a characteristic nature of online communication is anonymity. Anonymous communication is the prevalent form of interaction on the internet, which created a perfect habitat for a myriad of people with malicious intentions, also known as scammers. Due to the challenging task of identifying online, people often cannot distinguish the discretion of their subjects, risking the exploitation of their gullibility. Because of the same reason, social civility also experienced a downward trend online, as people wreak havoc and act vulgarly without worries of consequences.

Overall, online communication offers considerable merits to our civilization, while still bringing notable complications. Carefulness should be taken into account when using it.",Advantages and disadvantages of global communication,4.0,377.0,16.0,23.5625,52.0,8.0,11.5625,235.0,0.2864721485411141,0.1193633952254641,0.1246684350132626,0.0159151193633952,0.013262599469496,9.0,0.0459183673469387,6.25,0.541371158392435,370.0,142.11816954756506,5.0,-0.2429138538126068,141.87525569375245,16.0,17.6,15.84,4.660002355830629,0.158,0.039,0.803,53.0,0.0,0.4373522458628842,0,0,1,0.0
"There is often much debate around the fact that scientific discoveries should be conducted by private corporations rather than the government. While this trend may bring about some benefits, I would argue that they are eclipsed by the drawbacks.

There are numerous advantages to letting scientific research be controlled by private companies. First and foremost, it is recommended that such companies tend to meet society's expectations faster than the government. This can be explained by the fact that investing money to conduct research is likely to enhance productivity and result, hence, introducing to the masses a number of desirable products. Secondly, non-governmental companies should be in charge of carrying out scientific research in order to consolidate their reputation and position in the international arena. This helps them attract more human resources and reap profits.

On the other hand, there are some good reasons why the authorities should take responsibility for scientific research. Firstly, it is advisable that the government is able to ensure safety and many unexpected outcomes that might occur. To be more specific they can rely on the capital flows to equip high-end facilities and support a group of scientists in terms of checking the quality and potential consequences. As a result, it would become more reliable and ethical to the consumers and their business partners. Additionally, while some independent companies seek for profits, such research conducted by local authorities might be accessible to all social classes. For instance, most citizens are able to prepare a Kit test themselves due to the convenience and the availability.

In conclusion, while there are some benefits for private companies to carry out scientific research such as rapidly responding to people's demands and enhancing the reputation in the market, I am of the opinion that the government is much better in this field regarding minimizing the risks of these studies and the accessibility.",should scientific research be conducted by private companies or the govt,4.0,311.0,14.0,22.214285714285715,53.0,10.0,12.071428571428571,182.0,0.247588424437299,0.1479099678456591,0.1254019292604501,0.0418006430868167,0.0321543408360128,6.0,0.0410958904109589,7.143,0.5294117647058824,311.0,132.79707865662695,0.0,0.0,132.79707865662695,13.1,15.3,13.69,4.511062121041712,0.133,0.013,0.853,38.0,0.0,0.4970588235294118,0,0,1,0.0
"It is argued that governments should introduce a limit on maximum wage; Others, however, believe that it should be free for employees to earn as much as companies possibly offer them. I personally agree with the first viewpoint.

On the one hand, it may seem reasonable to allow people to get extraordinarily high pay packages as long as companies are willing to pay. The talented and high-skilled executives will be attracted to work for these enterprises. That would have beneficial effects on productivity and creativity which may bring significant revenues for the company. As a result, a country with a huge amount of successful businesses seems to easily build up a thriving economy in which the citizens are provided with a high living standard.

In spite of these above arguments, I agree that governments should adopt a maximum wage legislation. The income inequality causes the huge pay gap between the highest and lowest earners and by introducing a maximum wage, it can help to reduce this difference. This positive change can make employees feel more motivated to work harder because of the fair payment. Furthermore, instead of spending a huge sum on executives' salaries, companies can use that money to invest in other crucial aspects, such as marketing or researching and developing products which may make significant contributions to companies' profit.

In conclusion, I believe that it would do wonders for the development of a nation if the government sets a limit on the employee remuneration.",Governments should not allow salaries above a certain level,4.0,246.0,11.0,22.363636363636363,37.0,7.0,11.545454545454543,158.0,0.2479674796747967,0.1829268292682926,0.1178861788617886,0.0365853658536585,0.048780487804878,4.0,0.0333333333333333,6.182,0.5814814814814815,243.0,104.26167978525623,0.0,0.0,104.26167978525623,13.2,14.0,12.31,4.2816943472127535,0.21,0.056,0.734,34.0,0.0,0.4703703703703704,0,0,1,0.0
"Although schools are generally supposed to be safe and harmonious places, recent years have witnessed an upward trend in school violence across the world. This phenomenon is attributed to several causes, which can be tackled by a collective effort from both parents and educators.

To begin with, there are numerous explanations for violent acts among schoolchildren. One of them may come down to their psychological deficiencies when brought up in dysfunctional families. Drug and alcohol abuse, domestic violence, among other factors, are believed to cause worry, hatred and resentment in small children, influencing them to act aggressively when interacting with classmates or teachers at school. Besides, social media is also to blame for this worrying trend among teenagers. At this early age, many have yet to develop a sense of right and wrong, which means overexposure to brutal content on online platforms would desensitize them to violence in the real world. For example, watching too many videos featuring gory fighting scenes on Youtube could easily make a child believe those acts to be normal occurrences, justifying some students not hesitant to resort to violence to settle disagreement.

To curb this violence, parents and institutions can take several action. Firstly, it should be ensured that no social evils and disaccord exist within the households. If children are nurtured in a healthy environment, it is less likely that they will adopt violence as ways to resolve conflict. Besides, parents should monitor what their children view on social media so as to minimize the latter's exposure to harmful contents that fuel violent behaviors. Moreover, it is of importance that school leaders administer strict punishment on students displaying such acts. This would serve as a deterrent to repeat violators as well as would-be ones.

To conclude, violence taking place in a school setting can stem from several reasons, including dysfunctional family dynamics and media consumption, which call for immediate action from the guardians as well as schools themselves.",SCHOOL VIOLENCE,4.0,324.0,15.0,21.6,36.0,11.0,10.8,214.0,0.2777777777777778,0.1666666666666666,0.1141975308641975,0.0308641975308641,0.0339506172839506,7.0,0.0426829268292682,6.0,0.5844875346260388,319.0,125.23774174488425,1.0,-0.0038325787175324,125.23390916616673,11.7,14.9,13.52,4.528800955055145,0.073,0.214,0.713,47.0,4.0,0.4487534626038781,0,0,1,0.0
"Nowadays, there is an increasing number of people staying at home, working and studying online via modern technology thanks to its affordability and accessibility. This essay believes that this is a detrimental change because spending too much time on technological devices could leads to physical health problems and this trend might result in the issue of social isolation.

The first reason for my disapproval of home working and schooling is that this could pose a serious threat to the public well-being. In order to keep up with the latest work, people have to spend hours looking at the screen and sitting at a certain place to take part in video conferences and online classes, write reports and emails,... As a result, people might suffer from a number of health issues such as eye strain, obesity, and poor posture, which results in poor performance at work and study, and especially put a strain on the financial budget. According to the Time to Focus report, in the UK, 25.2 billion was allocated to treat eye problems in 2020, when the citizens had to work and study online as a consequence of the Covid-19 pandemic.

Moreover, online working and studying is the culprit of isolation from society. Staying at home alone for a long time prevents people from having face-to-face interaction, which makes people become familiar with loneliness, avoid meeting others, and gradually feel difficult to integrate into the community. As a consequence, they are more likely to struggle with mental health issues such as depression and anxiety. For example, the WHO reported that the COVID-19 pandemic triggers a 25% increase in the prevalence of anxiety and depression worldwide because of the lack of real-life interaction.

In conclusion, the development of technology allows more and more people around the world to work and study at home. I believe that this is a negative trend because this would harm the public well-being and increase the number of people isolated from the community.","many adults are working from home, and more children are beginning to study from home because technology has become cheaper and more accessible. Do you think this is a positive or negative development?",4.0,328.0,11.0,29.818181818181817,75.0,12.0,15.272727272727272,189.0,0.2957317073170731,0.1432926829268292,0.0853658536585365,0.0121951219512195,0.0152439024390243,7.0,0.0424242424242424,7.583,0.5013850415512465,324.0,132.33780670689217,1.0,-0.1083016137860736,132.2295050931061,13.1,15.1,11.73,4.330503870338194,0.048,0.172,0.78,48.0,2.0,0.4653739612188365,0,0,1,0.0
"There are widely divergent schools of thought on the issue of whether a number of individuals allocate their budget to become participants in cultural and athletic events or not. From my personal perspective, I firmly assert that these events are beneficial for participants.

Initially, one of the most noticeable reasons is that people could expand their horizons of knowledge via making a payment for partaking in sports and cultural events. This is on account of the extensive understanding about their civilizations, traditions, and customs that can provide citizens and visitors with a deeper insight into national gastronomy and cultural diversity. That can boost national identity and increase mutual understanding among indigenous people and foreigners. For instance, Hue festivals, which attract a plethora of travelers nationwide and worldwide, are celebrated by the government to introduce the image of Vietnam to international friends, which can help visitors gain a variety of knowledge about Vietnamese civilization.

In addition, engaging in athletic and cultural events is a means of entertainment that has a tendency to make the resident feel a sense of relaxation and excitement. To clarify, spectators' stress could be radically released by shouting out to support their teams or athletes, hence, the sportsmanship of supporters is more likely to be fostered. Simultaneously, the energetic atmosphere of these events would increase spectators' exhilaration, which could improve their work performance and foster their productivity considerably.

All in all, I personally advocate the idea that the allocation to engage in events about culture and athletics has a beneficial influence. This is because participants could have a wider range of understanding about their traditions and foster their quality of work more effectively.",Some people spend a lot of money attending cultural or sports events. IS IT A GOOD OR A BAD THING?,4.0,276.0,11.0,25.09090909090909,39.0,14.0,12.636363636363637,165.0,0.2789855072463768,0.1304347826086956,0.0797101449275362,0.0108695652173913,0.0289855072463768,6.0,0.0437956204379562,8.0,0.5427631578947368,272.0,101.215737806476,0.0,0.0,101.215737806476,15.4,17.9,15.44,4.423843368544211,0.207,0.009,0.784,38.0,0.0,0.4572368421052631,0,0,1,0.0
"In today's modern world, it is believed that the adolescent has more tendency to create online network rather than making real-life relationships. This occurs due to the convenience that the internet has provided and in order to prevent its consequence, the young should be encouraged to foster their network in reality.

There are two main causes that explain the tendency of making friends via virtual life of the juvenile. First and foremost, social networking sites provide users with a vast amount of convenient functions which connect people regardless of time and location. To be more specific, teenagers are now not only can easily add a new friend into their list of friends, widen their connection to other people but also freely express their opinion in a convenient and time-saving way. For example, Facebook contains millions of groups with similarity in hobbies, passions and purposes, in which the young can access to their desired community within one click. Besides, the breakout of Covid-19 has influenced the way people, especially the teenager's communication way as they have to spend hours doing everything such as studying or playing games online, which weakens their ability to create face-to-face conversations.

Several solutions should be taken up in order to tackle the issue as spending a large amount of time on virtual relationships can not only cause anxiety and depression but also disconnect to reality. It is advisable that parents and teachers encourage their children to create healthy bonds with real-life peers by forming study groups or sport teams. Besides, time limitation for using technological devices should be set off in order to manage the juvenile's online duration. For instance, they are able to use their phone 30 minutes after supper and are not allowed to use them one hour before going to bed.

In conclusion, it is true that adolescent nowadays tend to create online relationships because of its convenience. However, possible solutions should be taken up to restrict this trend.",STUDIES SUGGEST THAT MANY TEENAGERS THESE DAYS PREFER SOCIALISING ONLINE TO MEETING ONE ANOTHER IN PERSON. Why do you think this is the case?,4.0,326.0,13.0,25.07692307692308,38.0,11.0,12.76923076923077,201.0,0.2883435582822086,0.1595092024539877,0.0828220858895705,0.0245398773006134,0.0214723926380368,4.0,0.0238095238095238,7.154,0.5518207282913166,328.0,137.54069538234367,0.0,0.0,137.54069538234367,13.1,15.8,12.71,4.524287091416826,0.146,0.043,0.811,44.0,0.0,0.4649859943977591,2,1,2,0.0
"Shopping centers have been increasing in popularity over the last decades because of their huge advantages. Whether people go there for shopping or entertainment purposes, they provide all kinds of services. In years to come, I strongly believe that people go to shopping malls for both shopping and recreation reasons.

On the one hand, a shopping plaza is an ideal shopping place. It has numerous stores that sell a wide range of products, such as clothes and jewelleries, from both local and international brands. For example, it is straightforward for people to purchase high-end sports footwear from the Nike brand in the center. They can try wearing shoes and get advice from the shop assistants before deciding a shoes model they want.

On the other hand, a shopping mall is a complex building with many entertainment facilities, in particular, restaurants, caf shops and cinemas. Evidently, people can choose it as a place to socialize with their family and friends. For instance, there are many restaurants which serve a wide range of traditional cuisines from many countries all around the world in the shopping mall. People can have a cozy gathering there to taste specialities.

In conclusion, I suppose that the causes people go to the shopping malls depend on their intentions. It suggests that the shopping malls upgrade their facilities frequently to serve the customers' needs.","In the future, the main reason for going to the shopping mall will be for entertainment, not to shop. DO YOU AGREE OR DISAGREE?",4.0,226.0,13.0,17.384615384615383,25.0,10.0,8.692307692307692,138.0,0.3451327433628318,0.1106194690265486,0.084070796460177,0.0442477876106194,0.0132743362831858,9.0,0.0789473684210526,5.154,0.541501976284585,221.0,93.58548687106187,0.0,0.0,93.58548687106187,8.9,11.6,11.66,4.016840452918128,0.127,0.0,0.873,34.0,2.0,0.4466403162055335,0,0,1,0.0
"In the modern era, online news channels gradually supersede conventional channels ranging from newspapers or TV news programs and people tend to opt for this means to read national and international news. In my opinion, this trend is positive and has a significant benefit for the public for some reasons that I will elaborately explain in this essay.

News on the Internet helps to cut down on a considerable amount of resources such as human resources and papers... Unlike TV programs, online news does needn't hosts to monitor programs which allows manufacturers to allocate money for other activities. Moreover, the internet allows people to access information without taking newspapers. As a result, we can abstain the logging and deforestation to produce paper. For example, there are many channels on social media platforms such as Facebook, Tiktok or Instagram that you can access to read the news.

In addition, people can access information broadly, flexibly, and quickly when they read news on the Internet. The individuals are able to update information in both domestic and abroad news or find the previous posts whenever just one click. A pertinent example of this is that, in the past, when people want to know news during the day, they have to wait for news programs at 7 o'clock, which is inconvenient. Besides that, online news updates information more quickly than newspapers because they need time to compile, format and print. That is the reason why what you read in newspapers today is the news of yesterday.

In conclusion, the news on the Internet helps reduce resources dramatically and also allows people to access information conveniently, and quickly. However, it is essential for journalists to verify the accuracy of the information to provide the public with reliable news in the future.","Many people no longer read newspapers or watch TV news programmes. Instead, they get news about the world from the Internet. IS THIS A NEGATIVE OR POSITIVE DEVELOPMENT?",4.0,296.0,14.0,21.142857142857142,32.0,11.0,10.214285714285714,170.0,0.2871621621621621,0.1351351351351351,0.0777027027027027,0.0337837837837837,0.0135135135135135,13.0,0.0844155844155844,5.929,0.503030303030303,291.0,119.70527774465168,0.0,0.0,119.70527774465168,12.7,13.3,11.78,3.9382271621714646,0.057,0.015,0.928,49.0,1.0,0.4333333333333333,2,1,2,0.0
"Trying ro do those things which are widely considered dangerous seems uncommon among the majority. People always have a fear of unknown things and its consequences. To my mind, regaraless of all following consequences, taking risks gives more benifirs than potential dangers.

On the one hand , people seem to have a fear of the unknown things, which is an explainable feeling, taking risks means people have to exchange what they are possessing such as their proverty, their house or even their lives; Therefore not many people want to gamble for an uncertain reward. For example, an entrepreneur of a lucrative company takes risks investing in a smaller firm, but later this firm bankrupts and leads to his company on the brink of collapse. People will be more inclined into maintaining their achievement than change it.

On the other hand, it is apparent that unforeseen opportunities often come from risk-takings. Endeavouring to do new things is not only give you more experiences but also broaden your horizon. Although you could lose when taking risks, yet the lesson you receive from it is more treasurable. For instance, a risky traveller seems always posing a threat to his life; however, he has gained a comprehensive understanding about the word by his own experience. Taking risks will give people a wonderful insight that they may not be aware of before.

In summary, taking risks, even in work or in life, provides people with more benefits than drawbacks . It give opportunitiy for every individuals to gain new knowledge, new experience.","It is important for people to take risks, both in their professional lives and their personal lives?",4.0,257.0,13.0,19.76923076923077,52.0,11.0,10.692307692307692,169.0,0.2529182879377432,0.1478599221789883,0.1089494163424124,0.0428015564202334,0.0155642023346303,6.0,0.0512820512820512,4.923,0.5699300699300699,238.0,105.34337247234792,6.0,-0.5283011990083107,104.8150712733396,9.8,12.3,11.43,4.100088413103328,0.128,0.129,0.743,31.0,9.0,0.486013986013986,0,0,1,0.0
